V,E,T(n) binary
125.0, 7750.0, 12.255242
125.0, 7750.0, 5.490358
125.0, 7750.0, 0.799549
125.0, 7750.0, 11.501434
125.0, 7750.0, 6.770965
125.0, 7750.0, 7.733749
125.0, 7750.0, 6.686736
125.0, 7750.0, 5.408715
125.0, 7750.0, 5.131278
125.0, 7750.0, 1.381551
125.0, 7750.0, 1.479106
125.0, 7750.0, 0.715722
125.0, 7750.0, 0.481344
125.0, 7750.0, 0.298776
125.0, 7750.0, 2.426428
125.0, 7750.0, 1.991766
125.0, 7750.0, 0.500686
125.0, 7750.0, 1.956902
125.0, 7750.0, 2.990409
125.0, 7750.0, 1.415694
125.0, 7750.0, 2.907119
125.0, 7750.0, 2.94105
125.0, 7750.0, 0.807777
125.0, 7750.0, 3.189989
125.0, 7750.0, 2.426294
125.0, 7750.0, 3.200879
125.0, 7750.0, 0.194376
125.0, 7750.0, 2.526134
125.0, 7750.0, 2.348288
125.0, 7750.0, 0.635025
125.0, 7750.0, 1.80341
125.0, 7750.0, 2.012092
125.0, 7750.0, 2.71717
125.0, 7750.0, 0.176167
125.0, 7750.0, 0.671708
125.0, 7750.0, 2.941882
125.0, 7750.0, 0.204552
125.0, 7750.0, 1.242468
125.0, 7750.0, 1.041066
125.0, 7750.0, 2.611607
250.0, 31125.0, 5.424514
250.0, 31125.0, 0.471108
250.0, 31125.0, 2.317434
250.0, 31125.0, 5.695189
250.0, 31125.0, 8.873723
250.0, 31125.0, 5.712162
250.0, 31125.0, 3.183561
250.0, 31125.0, 3.217026
250.0, 31125.0, 0.836595
250.0, 31125.0, 6.156139
250.0, 31125.0, 0.815788
250.0, 31125.0, 4.156254
250.0, 31125.0, 2.214432
250.0, 31125.0, 7.826112
250.0, 31125.0, 7.605404
250.0, 31125.0, 4.451456
250.0, 31125.0, 6.315601
250.0, 31125.0, 2.51859
250.0, 31125.0, 3.29878
250.0, 31125.0, 4.812847
250.0, 31125.0, 1.207394
250.0, 31125.0, 7.069203
250.0, 31125.0, 3.308791
250.0, 31125.0, 2.243394
250.0, 31125.0, 7.516108
250.0, 31125.0, 4.445659
250.0, 31125.0, 3.338283
250.0, 31125.0, 6.496132
250.0, 31125.0, 2.533959
250.0, 31125.0, 8.129381
250.0, 31125.0, 6.239969
250.0, 31125.0, 6.740737
250.0, 31125.0, 4.403825
250.0, 31125.0, 7.390954
250.0, 31125.0, 8.14626
250.0, 31125.0, 3.202739
250.0, 31125.0, 1.458075
250.0, 31125.0, 3.913957
250.0, 31125.0, 5.112404
250.0, 31125.0, 0.833096
375.0, 70125.0, 11.862208
375.0, 70125.0, 9.624164
375.0, 70125.0, 4.815901
375.0, 70125.0, 7.372819
375.0, 70125.0, 10.49968
375.0, 70125.0, 6.999498
375.0, 70125.0, 6.247777
375.0, 70125.0, 3.673651
375.0, 70125.0, 8.413554
375.0, 70125.0, 11.821614
375.0, 70125.0, 9.136282
375.0, 70125.0, 9.726769
375.0, 70125.0, 7.502061
375.0, 70125.0, 5.447485
375.0, 70125.0, 3.248208
375.0, 70125.0, 318.855282
375.0, 70125.0, 1.289792
375.0, 70125.0, 4.224684
375.0, 70125.0, 2.468709
375.0, 70125.0, 1.167308
375.0, 70125.0, 1.641627
375.0, 70125.0, 4.56799
375.0, 70125.0, 1.34777
375.0, 70125.0, 3.03478
375.0, 70125.0, 2.068355
375.0, 70125.0, 3.889148
375.0, 70125.0, 5.975925
375.0, 70125.0, 4.520496
375.0, 70125.0, 4.922425
375.0, 70125.0, 3.089167
375.0, 70125.0, 0.909888
375.0, 70125.0, 4.250969
375.0, 70125.0, 2.197165
375.0, 70125.0, 4.179568
375.0, 70125.0, 0.824764
375.0, 70125.0, 5.092462
375.0, 70125.0, 5.065181
375.0, 70125.0, 0.289565
375.0, 70125.0, 5.10108
375.0, 70125.0, 4.593735
500.0, 124750.0, 13.329818
500.0, 124750.0, 12.724975
500.0, 124750.0, 6.297463
500.0, 124750.0, 12.240009
500.0, 124750.0, 3.8381
500.0, 124750.0, 430.58628
500.0, 124750.0, 3.34389
500.0, 124750.0, 12.077917
500.0, 124750.0, 14.044043
500.0, 124750.0, 11.008499
500.0, 124750.0, 13.870496
500.0, 124750.0, 4.351752
500.0, 124750.0, 0.217278
500.0, 124750.0, 14.774248
500.0, 124750.0, 16.117886
500.0, 124750.0, 14.322171
500.0, 124750.0, 3.890348
500.0, 124750.0, 1.93897
500.0, 124750.0, 15.37191
500.0, 124750.0, 1.983231
500.0, 124750.0, 6.935372
500.0, 124750.0, 10.54139
500.0, 124750.0, 4.643461
500.0, 124750.0, 10.609683
500.0, 124750.0, 3.344957
500.0, 124750.0, 13.79517
500.0, 124750.0, 15.649217
500.0, 124750.0, 15.475087
500.0, 124750.0, 15.974376
500.0, 124750.0, 15.183831
500.0, 124750.0, 15.352746
500.0, 124750.0, 16.240639
500.0, 124750.0, 16.231702
500.0, 124750.0, 9.891676
500.0, 124750.0, 13.8791
500.0, 124750.0, 12.66668
500.0, 124750.0, 4.659348
500.0, 124750.0, 14.259924
500.0, 124750.0, 12.156795
500.0, 124750.0, 2.784747
625.0, 195000.0, 0.270838
625.0, 195000.0, 22.523116
625.0, 195000.0, 3.590564
625.0, 195000.0, 16.707041
625.0, 195000.0, 6.158513
625.0, 195000.0, 22.882668
625.0, 195000.0, 21.262917
625.0, 195000.0, 0.141046
625.0, 195000.0, 15.741155
625.0, 195000.0, 1.642156
625.0, 195000.0, 2.613419
625.0, 195000.0, 18.292319
625.0, 195000.0, 8.65085
625.0, 195000.0, 23.451935
625.0, 195000.0, 2.316789
625.0, 195000.0, 23.950366
625.0, 195000.0, 9.956221
625.0, 195000.0, 19.910938
625.0, 195000.0, 17.020583
625.0, 195000.0, 5.773177
625.0, 195000.0, 2.166774
625.0, 195000.0, 14.541559
625.0, 195000.0, 1.170464
625.0, 195000.0, 3.241193
625.0, 195000.0, 20.058401
625.0, 195000.0, 14.042763
625.0, 195000.0, 10.894854
625.0, 195000.0, 13.79556
625.0, 195000.0, 16.60744
625.0, 195000.0, 9.942806
625.0, 195000.0, 1.151417
625.0, 195000.0, 21.3143
625.0, 195000.0, 7.616616
625.0, 195000.0, 12.639894
625.0, 195000.0, 8.596166
625.0, 195000.0, 26.797851
625.0, 195000.0, 18.372156
625.0, 195000.0, 4.114879
625.0, 195000.0, 6.388151
625.0, 195000.0, 2.59638
750.0, 280875.0, 15.659665
750.0, 280875.0, 27.752228
750.0, 280875.0, 9.169003
750.0, 280875.0, 21.958028
750.0, 280875.0, 30.929815
750.0, 280875.0, 24.036143
750.0, 280875.0, 27.640147
750.0, 280875.0, 29.003879
750.0, 280875.0, 36.397906
750.0, 280875.0, 26.278306
750.0, 280875.0, 8.210905
750.0, 280875.0, 14.300014
750.0, 280875.0, 20.464665
750.0, 280875.0, 26.874203
750.0, 280875.0, 15.928643
750.0, 280875.0, 1.864674
750.0, 280875.0, 11.079737
750.0, 280875.0, 4.449023
750.0, 280875.0, 0.276004
750.0, 280875.0, 5.918264
750.0, 280875.0, 14.956762
750.0, 280875.0, 32.314069
750.0, 280875.0, 35.74246
750.0, 280875.0, 59.430579
750.0, 280875.0, 46.41903
750.0, 280875.0, 12.936757
750.0, 280875.0, 30.507547
750.0, 280875.0, 0.350082
750.0, 280875.0, 11.692464
750.0, 280875.0, 15.961996
750.0, 280875.0, 36.890856
750.0, 280875.0, 11.590873
750.0, 280875.0, 248.560598
750.0, 280875.0, 5.339177
750.0, 280875.0, 30.332817
750.0, 280875.0, 35.185865
750.0, 280875.0, 0.932312
750.0, 280875.0, 34.521805
750.0, 280875.0, 13.67947
750.0, 280875.0, 27.70271
875.0, 382375.0, 6.067887
875.0, 382375.0, 52.130227
875.0, 382375.0, 47.296304
875.0, 382375.0, 52.771401
875.0, 382375.0, 12.984825
875.0, 382375.0, 34.792273
875.0, 382375.0, 4.163803
875.0, 382375.0, 49.197283
875.0, 382375.0, 29.749911
875.0, 382375.0, 27.507192
875.0, 382375.0, 17.156586
875.0, 382375.0, 32.754075
875.0, 382375.0, 29.659678
875.0, 382375.0, 35.79877
875.0, 382375.0, 17.02234
875.0, 382375.0, 23.00205
875.0, 382375.0, 31.665461
875.0, 382375.0, 3.68148
875.0, 382375.0, 18.027572
875.0, 382375.0, 0.403833
875.0, 382375.0, 6.001905
875.0, 382375.0, 5.899063
875.0, 382375.0, 31.888994
875.0, 382375.0, 34.44252
875.0, 382375.0, 25.509118
875.0, 382375.0, 6.24924
875.0, 382375.0, 3.876247
875.0, 382375.0, 26.069329
875.0, 382375.0, 33.355414
875.0, 382375.0, 41.864275
875.0, 382375.0, 7.764749
875.0, 382375.0, 9.292514
875.0, 382375.0, 0.885867
875.0, 382375.0, 51.748067
875.0, 382375.0, 38.773644
875.0, 382375.0, 31.81513
875.0, 382375.0, 172.612295
875.0, 382375.0, 15.542678
875.0, 382375.0, 18.677179
875.0, 382375.0, 37.223183
1000.0, 499500.0, 46.39223
1000.0, 499500.0, 73.398523
1000.0, 499500.0, 49.214809
1000.0, 499500.0, 34.607102
1000.0, 499500.0, 76.506943
1000.0, 499500.0, 6.529697
1000.0, 499500.0, 86.742335
1000.0, 499500.0, 88.470043
1000.0, 499500.0, 34.150426
1000.0, 499500.0, 43.67262
1000.0, 499500.0, 13.0783
1000.0, 499500.0, 0.660288
1000.0, 499500.0, 18.761364
1000.0, 499500.0, 59.964154
1000.0, 499500.0, 1.323573
1000.0, 499500.0, 43.661858
1000.0, 499500.0, 36.610397
1000.0, 499500.0, 62.674583
1000.0, 499500.0, 246.593659
1000.0, 499500.0, 11.146236
1000.0, 499500.0, 36.087068
1000.0, 499500.0, 33.186645
1000.0, 499500.0, 41.681556
1000.0, 499500.0, 9.249273
1000.0, 499500.0, 17.076669
1000.0, 499500.0, 32.468047
1000.0, 499500.0, 16.463482
1000.0, 499500.0, 44.968596
1000.0, 499500.0, 34.346748
1000.0, 499500.0, 22.229634
1000.0, 499500.0, 33.634107
1000.0, 499500.0, 20.062708
1000.0, 499500.0, 30.50849
1000.0, 499500.0, 40.121626
1000.0, 499500.0, 14.712265
1000.0, 499500.0, 5.220377
1000.0, 499500.0, 14.712444
1000.0, 499500.0, 14.954357
1000.0, 499500.0, 38.549175
1000.0, 499500.0, 30.201173
1125.0, 632250.0, 56.541609
1125.0, 632250.0, 86.533213
1125.0, 632250.0, 104.669949
1125.0, 632250.0, 77.259842
1125.0, 632250.0, 6.722831
1125.0, 632250.0, 45.989107
1125.0, 632250.0, 29.937444
1125.0, 632250.0, 93.895599
1125.0, 632250.0, 12.427654
1125.0, 632250.0, 104.158325
1125.0, 632250.0, 51.112127
1125.0, 632250.0, 51.070189
1125.0, 632250.0, 290.275218
1125.0, 632250.0, 32.721179
1125.0, 632250.0, 17.193495
1125.0, 632250.0, 85.070071
1125.0, 632250.0, 27.214654
1125.0, 632250.0, 93.068546
1125.0, 632250.0, 55.58211
1125.0, 632250.0, 56.518557
1125.0, 632250.0, 72.344745
1125.0, 632250.0, 72.894992
1125.0, 632250.0, 75.783268
1125.0, 632250.0, 58.146888
1125.0, 632250.0, 74.677332
1125.0, 632250.0, 81.802377
1125.0, 632250.0, 89.891203
1125.0, 632250.0, 75.38279
1125.0, 632250.0, 75.375907
1125.0, 632250.0, 92.805904
1125.0, 632250.0, 139.824185
1125.0, 632250.0, 46.624525
1125.0, 632250.0, 60.060169
1125.0, 632250.0, 76.601318
1125.0, 632250.0, 66.815123
1125.0, 632250.0, 55.110383
1125.0, 632250.0, 82.429846
1125.0, 632250.0, 70.919649
1125.0, 632250.0, 22.375417
1125.0, 632250.0, 84.038857
1250.0, 780625.0, 91.430204
1250.0, 780625.0, 96.650645
1250.0, 780625.0, 81.228755
1250.0, 780625.0, 55.360842
1250.0, 780625.0, 123.171464
1250.0, 780625.0, 4.381162
1250.0, 780625.0, 391.767588
1250.0, 780625.0, 74.502923
1250.0, 780625.0, 116.052277
1250.0, 780625.0, 64.773843
1250.0, 780625.0, 52.125083
1250.0, 780625.0, 70.154385
1250.0, 780625.0, 37.328805
1250.0, 780625.0, 60.498375
1250.0, 780625.0, 7.110987
1250.0, 780625.0, 73.620195
1250.0, 780625.0, 35.272971
1250.0, 780625.0, 72.414746
1250.0, 780625.0, 64.814382
1250.0, 780625.0, 69.756661
1250.0, 780625.0, 47.394775
1250.0, 780625.0, 1083.192897
1250.0, 780625.0, 12.30031
1250.0, 780625.0, 21.705524
1250.0, 780625.0, 21.160788
1250.0, 780625.0, 65.309908
1250.0, 780625.0, 16.093422
1250.0, 780625.0, 70.892663
1250.0, 780625.0, 32.001489
1250.0, 780625.0, 44.371291
1250.0, 780625.0, 76.469571
1250.0, 780625.0, 87.974813
1250.0, 780625.0, 62.630163
1250.0, 780625.0, 107.746705
1250.0, 780625.0, 86.018019
1250.0, 780625.0, 88.799361
1250.0, 780625.0, 42.807252
1250.0, 780625.0, 19.539695
1250.0, 780625.0, 97.911218
1250.0, 780625.0, 102.853481
1375.0, 944625.0, 21.631965
1375.0, 944625.0, 46.808162
1375.0, 944625.0, 59.968137
1375.0, 944625.0, 333.208644
1375.0, 944625.0, 131.171827
1375.0, 944625.0, 81.082629
1375.0, 944625.0, 90.211122
1375.0, 944625.0, 19.435923
1375.0, 944625.0, 118.696787
1375.0, 944625.0, 10.366259
1375.0, 944625.0, 119.288938
1375.0, 944625.0, 74.334596
1375.0, 944625.0, 80.041732
1375.0, 944625.0, 131.921578
1375.0, 944625.0, 62.306719
1375.0, 944625.0, 22.611403
1375.0, 944625.0, 156.888695
1375.0, 944625.0, 140.401303
1375.0, 944625.0, 252.674159
1375.0, 944625.0, 130.484037
1375.0, 944625.0, 80.640138
1375.0, 944625.0, 136.568987
1375.0, 944625.0, 28.238718
1375.0, 944625.0, 52.720347
1375.0, 944625.0, 130.410492
1375.0, 944625.0, 128.572023
1375.0, 944625.0, 10.39805
1375.0, 944625.0, 132.598413
1375.0, 944625.0, 29.295795
1375.0, 944625.0, 127.507642
1375.0, 944625.0, 136.230464
1375.0, 944625.0, 118.238163
1375.0, 944625.0, 105.698433
1375.0, 944625.0, 80.691222
1375.0, 944625.0, 130.105495
1375.0, 944625.0, 109.573772
1375.0, 944625.0, 126.438897
1375.0, 944625.0, 95.482649
1375.0, 944625.0, 36.561516
1375.0, 944625.0, 70.354603
1500.0, 1124250.0, 64.027826
1500.0, 1124250.0, 104.195566
1500.0, 1124250.0, 2442.551885
1500.0, 1124250.0, 163.342534
1500.0, 1124250.0, 21.088758
1500.0, 1124250.0, 8.641424
1500.0, 1124250.0, 112.067723
1500.0, 1124250.0, 130.499143
1500.0, 1124250.0, 128.553514
1500.0, 1124250.0, 32.188413
1500.0, 1124250.0, 73.077723
1500.0, 1124250.0, 24.599141
1500.0, 1124250.0, 6.594498
1500.0, 1124250.0, 88.687006
1500.0, 1124250.0, 97.016032
1500.0, 1124250.0, 44.855931
1500.0, 1124250.0, 31.341593
1500.0, 1124250.0, 38.541423
1500.0, 1124250.0, 12.943442
1500.0, 1124250.0, 7.725376
1500.0, 1124250.0, 27.803874
1500.0, 1124250.0, 95.694084
1500.0, 1124250.0, 87.537553
1500.0, 1124250.0, 70.679542
1500.0, 1124250.0, 52.507462
1500.0, 1124250.0, 39.49479
1500.0, 1124250.0, 93.172603
1500.0, 1124250.0, 100.854383
1500.0, 1124250.0, 64.842367
1500.0, 1124250.0, 75.032959
1500.0, 1124250.0, 28.386177
1500.0, 1124250.0, 8.195989
1500.0, 1124250.0, 9.070268
1500.0, 1124250.0, 71.743498
1500.0, 1124250.0, 26.599254
1500.0, 1124250.0, 28.491161
1500.0, 1124250.0, 93.170616
1500.0, 1124250.0, 60.150547
1500.0, 1124250.0, 97.257828
1500.0, 1124250.0, 109.786121
1625.0, 1319500.0, 121.209193
1625.0, 1319500.0, 26.597123
1625.0, 1319500.0, 93.389896
1625.0, 1319500.0, 11.878652
1625.0, 1319500.0, 131.298474
1625.0, 1319500.0, 119.795541
1625.0, 1319500.0, 45.820824
1625.0, 1319500.0, 88.500443
1625.0, 1319500.0, 65.243685
1625.0, 1319500.0, 136.379367
1625.0, 1319500.0, 9.955603
1625.0, 1319500.0, 174.003366
1625.0, 1319500.0, 42.98345
1625.0, 1319500.0, 1.690452
1625.0, 1319500.0, 103.553068
1625.0, 1319500.0, 60.092883
1625.0, 1319500.0, 181.320496
1625.0, 1319500.0, 79.41778
1625.0, 1319500.0, 97.219205
1625.0, 1319500.0, 45.319525
1625.0, 1319500.0, 34.606198
1625.0, 1319500.0, 52.762628
1625.0, 1319500.0, 98.962111
1625.0, 1319500.0, 16.348044
1625.0, 1319500.0, 9.840862
1625.0, 1319500.0, 304.261064
1625.0, 1319500.0, 179.344581
1625.0, 1319500.0, 26.738843
1625.0, 1319500.0, 49.418048
1625.0, 1319500.0, 258.718838
1625.0, 1319500.0, 142.159045
1625.0, 1319500.0, 164.272458
1625.0, 1319500.0, 125.022553
1625.0, 1319500.0, 36.543237
1625.0, 1319500.0, 32.55555
1625.0, 1319500.0, 126.051312
1625.0, 1319500.0, 188.505926
1625.0, 1319500.0, 98.590771
1625.0, 1319500.0, 122.756139
1625.0, 1319500.0, 101.456623
1750.0, 1530375.0, 144.959759
1750.0, 1530375.0, 126.293156
1750.0, 1530375.0, 30.173934
1750.0, 1530375.0, 65.518194
1750.0, 1530375.0, 60.126808
1750.0, 1530375.0, 7.904822
1750.0, 1530375.0, 49.970989
1750.0, 1530375.0, 300.171963
1750.0, 1530375.0, 25.960704
1750.0, 1530375.0, 161.482988
1750.0, 1530375.0, 123.216516
1750.0, 1530375.0, 101.916128
1750.0, 1530375.0, 60.241257
1750.0, 1530375.0, 96.128181
1750.0, 1530375.0, 111.403502
1750.0, 1530375.0, 193.098878
1750.0, 1530375.0, 147.138811
1750.0, 1530375.0, 180.236351
1750.0, 1530375.0, 108.971528
1750.0, 1530375.0, 111.647287
1750.0, 1530375.0, 98.305523
1750.0, 1530375.0, 61.483539
1750.0, 1530375.0, 90.859009
1750.0, 1530375.0, 49.58854
1750.0, 1530375.0, 89.397059
1750.0, 1530375.0, 151.24834
1750.0, 1530375.0, 188.151698
1750.0, 1530375.0, 319.38796
1750.0, 1530375.0, 162.011404
1750.0, 1530375.0, 121.750042
1750.0, 1530375.0, 189.249922
1750.0, 1530375.0, 164.310401
1750.0, 1530375.0, 236.08461
1750.0, 1530375.0, 133.739614
1750.0, 1530375.0, 119.260118
1750.0, 1530375.0, 150.696419
1750.0, 1530375.0, 92.484642
1750.0, 1530375.0, 83.372741
1750.0, 1530375.0, 28.874693
1750.0, 1530375.0, 94.30236
1875.0, 1756875.0, 486.392253
1875.0, 1756875.0, 97.184591
1875.0, 1756875.0, 175.16108
1875.0, 1756875.0, 272.949428
1875.0, 1756875.0, 70.880835
1875.0, 1756875.0, 104.817499
1875.0, 1756875.0, 202.829115
1875.0, 1756875.0, 171.312331
1875.0, 1756875.0, 211.708329
1875.0, 1756875.0, 118.682783
1875.0, 1756875.0, 161.961068
1875.0, 1756875.0, 117.06028
1875.0, 1756875.0, 76.668565
1875.0, 1756875.0, 178.008428
1875.0, 1756875.0, 161.891661
1875.0, 1756875.0, 182.56588
1875.0, 1756875.0, 11.454223
1875.0, 1756875.0, 171.761057
1875.0, 1756875.0, 142.417264
1875.0, 1756875.0, 142.653143
1875.0, 1756875.0, 75.203159
1875.0, 1756875.0, 13.943427
1875.0, 1756875.0, 44.155505
1875.0, 1756875.0, 64.263347
1875.0, 1756875.0, 115.88393
1875.0, 1756875.0, 245.887501
1875.0, 1756875.0, 194.255619
1875.0, 1756875.0, 274.671608
1875.0, 1756875.0, 284.965948
1875.0, 1756875.0, 55.249965
1875.0, 1756875.0, 76.193609
1875.0, 1756875.0, 167.004179
1875.0, 1756875.0, 229.409405
1875.0, 1756875.0, 197.875164
1875.0, 1756875.0, 107.737362
1875.0, 1756875.0, 77.7195
1875.0, 1756875.0, 66.597873
1875.0, 1756875.0, 20.877972
1875.0, 1756875.0, 54.283728
1875.0, 1756875.0, 4.619352
2000.0, 1999000.0, 39.530364
2000.0, 1999000.0, 104.130422
2000.0, 1999000.0, 79.328013
2000.0, 1999000.0, 383.519195
2000.0, 1999000.0, 164.560756
2000.0, 1999000.0, 31.217175
2000.0, 1999000.0, 101.066328
2000.0, 1999000.0, 143.433838
2000.0, 1999000.0, 278.742133
2000.0, 1999000.0, 140.224816
2000.0, 1999000.0, 251.362062
2000.0, 1999000.0, 101.833615
2000.0, 1999000.0, 59.329854
2000.0, 1999000.0, 10.069338
2000.0, 1999000.0, 189.71053
2000.0, 1999000.0, 195.648489
2000.0, 1999000.0, 29.758019
2000.0, 1999000.0, 151.665655
2000.0, 1999000.0, 94.622465
2000.0, 1999000.0, 215.42309
2000.0, 1999000.0, 52.971709
2000.0, 1999000.0, 320.564442
2000.0, 1999000.0, 205.450997
2000.0, 1999000.0, 61.861968
2000.0, 1999000.0, 49.251395
2000.0, 1999000.0, 79.114909
2000.0, 1999000.0, 139.029501
2000.0, 1999000.0, 190.942092
2000.0, 1999000.0, 142.398271
2000.0, 1999000.0, 224.865431
2000.0, 1999000.0, 196.092609
2000.0, 1999000.0, 1.448297
2000.0, 1999000.0, 76.515394
2000.0, 1999000.0, 182.15705
2000.0, 1999000.0, 254.791835
2000.0, 1999000.0, 33.457475
2000.0, 1999000.0, 125.864865
2000.0, 1999000.0, 39.219005
2000.0, 1999000.0, 262.824833
2000.0, 1999000.0, 274.833676
2125.0, 2256750.0, 322.445046
2125.0, 2256750.0, 328.262961
2125.0, 2256750.0, 670.291672
2125.0, 2256750.0, 155.343758
2125.0, 2256750.0, 84.596186
2125.0, 2256750.0, 227.72105
2125.0, 2256750.0, 103.830641
2125.0, 2256750.0, 265.146924
2125.0, 2256750.0, 249.350249
2125.0, 2256750.0, 96.770982
2125.0, 2256750.0, 140.003549
2125.0, 2256750.0, 5.666587
2125.0, 2256750.0, 98.943886
2125.0, 2256750.0, 51.163755
2125.0, 2256750.0, 109.466668
2125.0, 2256750.0, 88.724727
2125.0, 2256750.0, 11.294187
2125.0, 2256750.0, 80.195412
2125.0, 2256750.0, 122.202191
2125.0, 2256750.0, 108.91464
2125.0, 2256750.0, 146.910104
2125.0, 2256750.0, 49.755833
2125.0, 2256750.0, 51.984515
2125.0, 2256750.0, 198.729365
2125.0, 2256750.0, 115.859218
2125.0, 2256750.0, 27.475209
2125.0, 2256750.0, 98.784191
2125.0, 2256750.0, 145.11918
2125.0, 2256750.0, 108.576452
2125.0, 2256750.0, 43.360711
2125.0, 2256750.0, 343.572156
2125.0, 2256750.0, 111.256987
2125.0, 2256750.0, 32.771993
2125.0, 2256750.0, 0.658222
2125.0, 2256750.0, 315.763186
2125.0, 2256750.0, 234.50376
2125.0, 2256750.0, 327.545072
2125.0, 2256750.0, 137.775645
2125.0, 2256750.0, 120.875524
2125.0, 2256750.0, 142.415772
2250.0, 2530125.0, 199.319481
2250.0, 2530125.0, 12.602626
2250.0, 2530125.0, 302.082522
2250.0, 2530125.0, 432.836932
2250.0, 2530125.0, 4207.668741
2250.0, 2530125.0, 91.336582
2250.0, 2530125.0, 460.135468
2250.0, 2530125.0, 267.636592
2250.0, 2530125.0, 117.067677
2250.0, 2530125.0, 272.999518
2250.0, 2530125.0, 74.527046
2250.0, 2530125.0, 39.503899
2250.0, 2530125.0, 111.922657
2250.0, 2530125.0, 197.865585
2250.0, 2530125.0, 261.38189
2250.0, 2530125.0, 60.441415
2250.0, 2530125.0, 56.846502
2250.0, 2530125.0, 10.480555
2250.0, 2530125.0, 117.83358
2250.0, 2530125.0, 105.057156
2250.0, 2530125.0, 159.071851
2250.0, 2530125.0, 44.681002
2250.0, 2530125.0, 151.726419
2250.0, 2530125.0, 220.565189
2250.0, 2530125.0, 137.08108
2250.0, 2530125.0, 348.154488
2250.0, 2530125.0, 49.52394
2250.0, 2530125.0, 274.325479
2250.0, 2530125.0, 1.384932
2250.0, 2530125.0, 361.228998
2250.0, 2530125.0, 279.196795
2250.0, 2530125.0, 98.989705
2250.0, 2530125.0, 232.290384
2250.0, 2530125.0, 33.660443
2250.0, 2530125.0, 305.073631
2250.0, 2530125.0, 251.040452
2250.0, 2530125.0, 155.494211
2250.0, 2530125.0, 246.586477
2250.0, 2530125.0, 201.280158
2250.0, 2530125.0, 208.296372
2375.0, 2819125.0, 126.891526
2375.0, 2819125.0, 148.415592
2375.0, 2819125.0, 358.994808
2375.0, 2819125.0, 3096.74318
2375.0, 2819125.0, 296.232684
2375.0, 2819125.0, 149.365786
2375.0, 2819125.0, 254.135352
2375.0, 2819125.0, 38.929853
2375.0, 2819125.0, 153.783391
2375.0, 2819125.0, 277.182846
2375.0, 2819125.0, 34.182328
2375.0, 2819125.0, 365.429109
2375.0, 2819125.0, 59.632337
2375.0, 2819125.0, 145.995495
2375.0, 2819125.0, 116.288392
2375.0, 2819125.0, 360.703358
2375.0, 2819125.0, 46.098315
2375.0, 2819125.0, 362.996575
2375.0, 2819125.0, 450.369686
2375.0, 2819125.0, 184.849923
2375.0, 2819125.0, 311.045842
2375.0, 2819125.0, 91.321085
2375.0, 2819125.0, 7.266888
2375.0, 2819125.0, 184.326625
2375.0, 2819125.0, 180.08731
2375.0, 2819125.0, 272.106137
2375.0, 2819125.0, 39.616802
2375.0, 2819125.0, 70.7363
2375.0, 2819125.0, 297.613068
2375.0, 2819125.0, 154.039813
2375.0, 2819125.0, 237.414288
2375.0, 2819125.0, 154.101087
2375.0, 2819125.0, 362.690654
2375.0, 2819125.0, 184.275953
2375.0, 2819125.0, 247.741548
2375.0, 2819125.0, 117.571053
2375.0, 2819125.0, 279.804045
2375.0, 2819125.0, 126.110967
2375.0, 2819125.0, 197.080547
2375.0, 2819125.0, 272.564901
2500.0, 3123750.0, 3738.212406
2500.0, 3123750.0, 152.979516
2500.0, 3123750.0, 502.821598
2500.0, 3123750.0, 107.793047
2500.0, 3123750.0, 503.232161
2500.0, 3123750.0, 101.538951
2500.0, 3123750.0, 455.774729
2500.0, 3123750.0, 121.809633
2500.0, 3123750.0, 42.047641
2500.0, 3123750.0, 306.288406
2500.0, 3123750.0, 238.864443
2500.0, 3123750.0, 164.103397
2500.0, 3123750.0, 247.107004
2500.0, 3123750.0, 404.833512
2500.0, 3123750.0, 484.708532
2500.0, 3123750.0, 72.808735
2500.0, 3123750.0, 148.933775
2500.0, 3123750.0, 194.920141
2500.0, 3123750.0, 249.735527
2500.0, 3123750.0, 383.099313
2500.0, 3123750.0, 304.133187
2500.0, 3123750.0, 199.112487
2500.0, 3123750.0, 80.145488
2500.0, 3123750.0, 165.960303
2500.0, 3123750.0, 220.635018
2500.0, 3123750.0, 252.087868
2500.0, 3123750.0, 391.476467
2500.0, 3123750.0, 382.490884
2500.0, 3123750.0, 467.980594
2500.0, 3123750.0, 92.499507
2500.0, 3123750.0, 310.087588
2500.0, 3123750.0, 264.413722
2500.0, 3123750.0, 71.377609
2500.0, 3123750.0, 293.549448
2500.0, 3123750.0, 202.697604
2500.0, 3123750.0, 169.176934
2500.0, 3123750.0, 59.850491
2500.0, 3123750.0, 225.164266
2500.0, 3123750.0, 151.703112
2500.0, 3123750.0, 282.382077
